group,user
2420432558248826,100031576629001
2420432558248826,100042314913409
2420432558248826,100011628608561
2420432558248826,100059486942214
2420432558248826,100091935277171
2420432558248826,100023920383706
2420432558248826,100001823239175
2420432558248826,100032007128733
2420432558248826,100095105304380
2420432558248826,61550565004498
2420432558248826,100010583868187
2420432558248826,61550241075905
2420432558248826,100095089405829
2420432558248826,61550058947351
2420432558248826,100088561995366
2420432558248826,100094204965047
2420432558248826,100038599058706
2420432558248826,100056177654961
2420432558248826,100013276967575
2420432558248826,100036281118845
2420432558248826,100093273646054
2420432558248826,61550851400165
2420432558248826,100082503698474
2420432558248826,100094493692539
2420432558248826,61550186679776
2420432558248826,61550601002379
2420432558248826,100014954406259
2420432558248826,100092073896616
2420432558248826,61550542206512
2420432558248826,100092162563107
2420432558248826,100092090915760
2420432558248826,100090094317410
2420432558248826,100080636405976
2420432558248826,100080377698076
2420432558248826,100089687431648
2420432558248826,100092984442030
2420432558248826,100084039278000
2420432558248826,61550306256772
2420432558248826,61550272178511
2420432558248826,100093002771936
2420432558248826,100049503094818
2420432558248826,61550526354149
2420432558248826,61550281441539
2420432558248826,100087773059223
2420432558248826,100066897366132
2420432558248826,100074665011636
2420432558248826,100077193835858
2420432558248826,100059603541794
2420432558248826,100088135397128
2420432558248826,100007904193502
2420432558248826,61550481694178
2420432558248826,100003473542447
2420432558248826,100085508673710
2420432558248826,100095307464239
2420432558248826,100090139819184
2420432558248826,61550517028184
2420432558248826,100094593973072
2420432558248826,61550363402464
2420432558248826,61550601051808
2420432558248826,100088360170802
2420432558248826,100082337181785
2420432558248826,100045518932699
2420432558248826,100064511739902
2420432558248826,100091267235765
2420432558248826,100087707966957
2420432558248826,100075779126488
2420432558248826,100091585790878
2420432558248826,100095252881106
2420432558248826,61550306307777
2420432558248826,100048496176182
2420432558248826,100092320662679
2420432558248826,100079553980472
2420432558248826,100010112640083
2420432558248826,100084488989458
2420432558248826,100083357448186
2420432558248826,100023889172217
2420432558248826,100083194603500
2420432558248826,100003937187673
2420432558248826,100088577221885
2420432558248826,100092747025588
2420432558248826,100091770537333
2420432558248826,100063674486190
2420432558248826,100024470019297
2420432558248826,100095465407866
2420432558248826,100090054240812
2420432558248826,100070623563858
2420432558248826,100083735836419
2420432558248826,100067378941953
2420432558248826,100011444019425
2420432558248826,100095278491141
2420432558248826,100061505995214
2420432558248826,100089713382448
2420432558248826,100095475840470
2420432558248826,100095129607829
2420432558248826,100095070745862
2420432558248826,100095036720086
2420432558248826,100092274272669
2420432558248826,100093970047025
2420432558248826,100069795618212
2420432558248826,100095203989241
2420432558248826,100094688539516
2420432558248826,100073603685587
2420432558248826,100072464640867
2420432558248826,100053251890200
2420432558248826,100000270967701
2420432558248826,100092988489582
2420432558248826,100094314757400
2420432558248826,100005311951828
2420432558248826,100094979643376
2420432558248826,100092182077544
2420432558248826,100093485326179
2420432558248826,100066339405216
2420432558248826,100088532146390
2420432558248826,100092676883976
2420432558248826,100081069194923
2420432558248826,100088677684829
2420432558248826,100022994077040
2420432558248826,100092003973551
2420432558248826,100074022063271
2420432558248826,100034663291746
2420432558248826,100094533662497
2420432558248826,100015134501937
2420432558248826,100082314207456
2420432558248826,100066621048427
2420432558248826,100000341148265
2420432558248826,100086279418039
2420432558248826,100093658390320
2420432558248826,100088401385119
2420432558248826,100008761712635
2420432558248826,100094517772792
2420432558248826,100082696269128
2420432558248826,100085854206687
2420432558248826,100032838676976
2420432558248826,100094225430820
2420432558248826,100077692550419
2420432558248826,100002863071925
2420432558248826,100093628886043
2420432558248826,100081924147895
2420432558248826,100006015511791
2420432558248826,100087102867580
2420432558248826,100094332872237
2420432558248826,100038814502865
2420432558248826,100062438113584
2420432558248826,100093348872264
2420432558248826,100041179576194
2420432558248826,100057478688073
2420432558248826,100056882090480
2420432558248826,100083678952213
2420432558248826,100084810566264
2420432558248826,100025634436141
2420432558248826,100013279868767
2420432558248826,100094055744022
2420432558248826,100079606818131
2420432558248826,100038291530631
2420432558248826,100089868126954
2420432558248826,100093938954071
2420432558248826,100084117895653
2420432558248826,100091922721332
2420432558248826,100075793676668
2420432558248826,100086534884507
2420432558248826,100062563402006
2420432558248826,100093765948449
2420432558248826,100065678013395
2420432558248826,100014910288554
2420432558248826,100089377986005
2420432558248826,100089436902067
2420432558248826,100088800724809
2420432558248826,100088328721429
2420432558248826,100091976828702
2420432558248826,100093111157816
2420432558248826,100093306222316
2420432558248826,100064992219266
2420432558248826,100093525472757
2420432558248826,100084228995090
2420432558248826,100093469754582
2420432558248826,702529704
2420432558248826,100063767962156
2420432558248826,100093629796165
2420432558248826,100027203195291
2420432558248826,100091437249194
2420432558248826,100015021188370
2420432558248826,100087899883435
2420432558248826,100089780514873
2420432558248826,100006186421363
2420432558248826,100011018029099
2420432558248826,100073921209058
2420432558248826,100093103441057
2420432558248826,100091808366748
2420432558248826,100079752787649
2420432558248826,100088987074305
2420432558248826,100093556542322
2420432558248826,100076259020207
2420432558248826,100092576544911
2420432558248826,100089255992466
2420432558248826,100068155912325
2420432558248826,100025054056204
2420432558248826,100042008231129
2420432558248826,100010504890894
2420432558248826,100091470173419
2420432558248826,100090498200902
2420432558248826,100064173789141
2420432558248826,100093306257839
2420432558248826,100088439925340
2420432558248826,100092170631918
2420432558248826,100091404187897
2420432558248826,100082378255290
2420432558248826,100027854104290
2420432558248826,100072679428396
2420432558248826,100084848470024
2420432558248826,100090523581291
2420432558248826,100093221422323
2420432558248826,100003701989972
2420432558248826,100093638940046
2420432558248826,100003588582053
2420432558248826,100067726869471
2420432558248826,100089853675080
2420432558248826,100089818120995
2420432558248826,100086045685200
2420432558248826,100064351616900
2420432558248826,100049479244527
2420432558248826,100088614492423
2420432558248826,100024401918531
2420432558248826,100055958107263
2420432558248826,100093160880258
2420432558248826,100090908860692
2420432558248826,100093298454361
2420432558248826,100093054441878
2420432558248826,100092576410953
2420432558248826,100063944797422
2420432558248826,100032806326516
2420432558248826,100064153505411
2420432558248826,100027280824136
2420432558248826,100009679516707
2420432558248826,100013364010953
2420432558248826,100003859212906
2420432558248826,100009135378413
2420432558248826,100053073060024
2420432558248826,100066894422413
2420432558248826,100089497953517
2420432558248826,100073419423108
2420432558248826,100092512066370
2420432558248826,100089087450539
2420432558248826,100093194581412
2420432558248826,100092742834985
2420432558248826,100093027952670
2420432558248826,100089690378352
2420432558248826,100087561259154
2420432558248826,100072535491795
2420432558248826,100092713662545
2420432558248826,100093291366376
2420432558248826,100092834207642
2420432558248826,100092677224445
2420432558248826,100093313532149
2420432558248826,100033107051695
2420432558248826,100066995594663
2420432558248826,100051077259271
2420432558248826,100022650780613
2420432558248826,100027279455693
2420432558248826,100054854820766
2420432558248826,1285491865
2420432558248826,100084456558645
2420432558248826,100091844750891
2420432558248826,100079666983900
2420432558248826,100092157353160
2420432558248826,100092633198609
2420432558248826,100091879689910
2420432558248826,100089062313485
2420432558248826,100075948175155
2420432558248826,100054200815353
2420432558248826,100088311560103
2420432558248826,100022413730242
2420432558248826,100021655940546
2420432558248826,100093101467810
2420432558248826,100089749912057
2420432558248826,100092326545391
2420432558248826,100089679375325
2420432558248826,100006619839489
2420432558248826,100082708389467
2420432558248826,100055989709544
2420432558248826,100088694718411
2420432558248826,100041623359220
2420432558248826,100092564292373
2420432558248826,100040977601005
2420432558248826,100060424206759
2420432558248826,100092576001602
2420432558248826,100087458536680
2420432558248826,100092735501067
2420432558248826,100091451277024
2420432558248826,100092278061958
2420432558248826,100060707850580
2420432558248826,100030740619625
2420432558248826,100058265707686
2420432558248826,100065346075685
2420432558248826,100088849117072
2420432558248826,100089764381796
2420432558248826,100090560581210
2420432558248826,100092659555299
2420432558248826,100079451711398
2420432558248826,100079338908506
2420432558248826,100084350562903
2420432558248826,100091774081198
2420432558248826,100092632311648
2420432558248826,100090699683504
2420432558248826,100093146103211
2420432558248826,100042733240705
2420432558248826,100091560559057
2420432558248826,100089833488808
2420432558248826,100089917144048
2420432558248826,100090723390886
2420432558248826,100092490381368
2420432558248826,100092875658622
2420432558248826,100093054848281
2420432558248826,100081718135215
2420432558248826,100086187807386
2420432558248826,100089571909028
2420432558248826,100091421884428
2420432558248826,100092276647986
2420432558248826,100092052701356
2420432558248826,100092836053501
2420432558248826,100089417507207
2420432558248826,100090012667315
2420432558248826,100090197240325
2420432558248826,100088297855747
2420432558248826,100093020827161
2420432558248826,100081449736128
2420432558248826,100090336264060
2420432558248826,100093096003989
2420432558248826,100042734510706
2420432558248826,100092355386469
2420432558248826,100090588878417
2420432558248826,100090861669142
2420432558248826,100048918552978
2420432558248826,100091761244760
2420432558248826,100092422425435
2420432558248826,100093073354164
2420432558248826,100092218252780
2420432558248826,100078939943782
2420432558248826,100005687234236
2420432558248826,100088199295646
2420432558248826,100044636084511
2420432558248826,100087460385461
2420432558248826,100012375454252
2420432558248826,100092834340697
2420432558248826,100017386123055
2420432558248826,100092468787582
2420432558248826,100092572322436
2420432558248826,100009020278292
2420432558248826,100092357413727
2420432558248826,100071584464509
2420432558248826,100084195639529
2420432558248826,100077759413132
2420432558248826,100009376084001
2420432558248826,100000002108555
2420432558248826,100071705652043
2420432558248826,100085884537098
2420432558248826,100090502907057
2420432558248826,100064841046639
2420432558248826,100049281643095
2420432558248826,100063389603797
2420432558248826,100090049465570
2420432558248826,100068919626835
2420432558248826,100014321016075
2420432558248826,100057643510375
2420432558248826,100069540401323
2420432558248826,100026614313299
2420432558248826,100004890373380
2420432558248826,100092632787806
2420432558248826,100090900134190
2420432558248826,100090233415625
2420432558248826,100092472639599
2420432558248826,100083985413692
2420432558248826,100022711146925
2420432558248826,100075700668321
2420432558248826,100092214281993
2420432558248826,100092572451377
2420432558248826,100067688865644
2420432558248826,100087216131590
2420432558248826,100007045152294
2420432558248826,100092427345984
2420432558248826,100090374559404
2420432558248826,100092739183587
2420432558248826,100092523112415
2420432558248826,100064505899053
2420432558248826,100092499636493
2420432558248826,100092512432135
2420432558248826,100092546269812
2420432558248826,100039691731288
2420432558248826,100001042196186
2420432558248826,100012008281145
2420432558248826,100002184582014
2420432558248826,100092451443472
2420432558248826,100092185448355
2420432558248826,100091776370190
2420432558248826,100053915173014
2420432558248826,100092262812645
2420432558248826,100089913431372
2420432558248826,100050650751965
2420432558248826,100091291381913
2420432558248826,100068158375364
2420432558248826,100092495052720
2420432558248826,100001303845598
2420432558248826,100055876052740
2420432558248826,100090551769025
2420432558248826,100082104512922
2420432558248826,100071702205268
2420432558248826,100091784292496
2420432558248826,100090060067272
2420432558248826,100006108185027
2420432558248826,100092200654611
2420432558248826,100092732284827
2420432558248826,100009404694518
2420432558248826,100024387318789
2420432558248826,100007368840354
2420432558248826,100037703825411
2420432558248826,100002363837523
2420432558248826,100091778243183
2420432558248826,100090328315364
2420432558248826,100092866410849
2420432558248826,100082871626974
2420432558248826,100090779305680
2420432558248826,100089879046754
2420432558248826,100092198507168
2420432558248826,100091913540873
2420432558248826,100088951935620
2420432558248826,100001744639616
2420432558248826,100092608865591
2420432558248826,100089126043977
2420432558248826,100087936296182
2420432558248826,100006717977530
2420432558248826,100092072322572
2420432558248826,100019883105661
2420432558248826,100092350243998
2420432558248826,100083697908432
2420432558248826,100011349446160
2420432558248826,100092362372707
2420432558248826,100087916614836
2420432558248826,100089762258929
2420432558248826,100085259659878
2420432558248826,100030681518614
2420432558248826,100068325154032
2420432558248826,100077685545652
2420432558248826,100079970083325
2420432558248826,100077382648543
2420432558248826,100026701125963
2420432558248826,100092154702755
2420432558248826,100092693647482
2420432558248826,100092380940301
2420432558248826,100045624480762
2420432558248826,100091969879578
2420432558248826,100006462538216
2420432558248826,100092254297543
2420432558248826,100077641807717
2420432558248826,100091299948188
2420432558248826,100081797809415
2420432558248826,100034031919779
2420432558248826,100087545832668
2420432558248826,100092523033463
2420432558248826,100010686512097
2420432558248826,100092266586450
2420432558248826,100077932342624
2420432558248826,100059587190839
2420432558248826,100077444311859
2420432558248826,100040740246612
2420432558248826,100086301232090
2420432558248826,100083018604188
2420432558248826,100092284628818
2420432558248826,100092491394579
2420432558248826,100090222023293
2420432558248826,100024910235271
2420432558248826,100090110053760
2420432558248826,100088727843042
2420432558248826,100092562670874
2420432558248826,100007858446886
2420432558248826,100091638921285
2420432558248826,100061390097302
2420432558248826,100070725759922
2420432558248826,100092577870780
2420432558248826,100055339155422
2420432558248826,100088675406354
2420432558248826,100056141912863
2420432558248826,100092194290447
2420432558248826,100038574285080
2420432558248826,100092557988843
2420432558248826,100064632860065
2420432558248826,100002420222454
2420432558248826,100002975077069
2420432558248826,100000111071742
2420432558248826,100091943004334
2420432558248826,100056038903677
2420432558248826,100088347922500
2420432558248826,100010127283867
2420432558248826,100041695641494
2420432558248826,100091086886777
2420432558248826,100087673470220
2420432558248826,100042145173958
2420432558248826,100092219157193
2420432558248826,100051063364714
2420432558248826,100042689592328
2420432558248826,100037798712419
2420432558248826,100075423490866
2420432558248826,100044412570835
2420432558248826,100055984094380
2420432558248826,100092365909232
2420432558248826,100090146881039
2420432558248826,100033451305121
2420432558248826,100092656534053
2420432558248826,100092665745157
2420432558248826,100091334654529
2420432558248826,100091825281921
2420432558248826,100090538657302
2420432558248826,100092620686097
2420432558248826,100092499610622
2420432558248826,100072180379559
2420432558248826,100089304893711
2420432558248826,100091734926957
2420432558248826,1276494357
2420432558248826,100091778777124
2420432558248826,100092528255018
2420432558248826,100092048112248
2420432558248826,100091945309263
2420432558248826,100069844986976
2420432558248826,100091958840068
2420432558248826,100092341393646
2420432558248826,100055429422974
2420432558248826,100092442997536
2420432558248826,100092376488541
2420432558248826,100089884780803
2420432558248826,100092402732529
2420432558248826,100078466143816
2420432558248826,100092039835715
2420432558248826,100089773470625
2420432558248826,100082554798807
2420432558248826,100092413143428
2420432558248826,100035960780352
2420432558248826,100092336208030
2420432558248826,100006167704181
2420432558248826,100058524317424
2420432558248826,100080273334694
2420432558248826,100092031296928
2420432558248826,100092421914540
2420432558248826,100091957427789
2420432558248826,100074553896453
2420432558248826,100008594260143
2420432558248826,100091753811489
2420432558248826,100077814764666
2420432558248826,100090814552102
2420432558248826,100072359494388
2420432558248826,100090901401974
2420432558248826,100000529698487
2420432558248826,100058628504650
2420432558248826,100003272783792
2420432558248826,100088679927059
2420432558248826,100092241661886
2420432558248826,100013516890311
2420432558248826,100091941193045
2420432558248826,100029951233589
2420432558248826,100091926408872
2420432558248826,100091902654787
2420432558248826,100092048097804
2420432558248826,100088220250757
2420432558248826,100010972442604
2420432558248826,100061312970110
2420432558248826,100059787086904
2420432558248826,100092550668195
2420432558248826,100083619078613
2420432558248826,100092203274170
2420432558248826,100055621256686
2420432558248826,100092222754511
2420432558248826,100036473956628
2420432558248826,100092035797242
2420432558248826,100088172481745
2420432558248826,100078725483748
2420432558248826,100091946543913
2420432558248826,100089994262283
2420432558248826,100088332774905
2420432558248826,100091987241326
2420432558248826,100092319108514
2420432558248826,100088562292505
2420432558248826,100015679158904
2420432558248826,100091626289321
2420432558248826,100007877883137
2420432558248826,100092180257140
2420432558248826,100072489818517
2420432558248826,100029189550601
2420432558248826,100092271951604
2420432558248826,100022484919010
2420432558248826,100073063016099
2420432558248826,100083289177545
2420432558248826,694433725
2420432558248826,100092484189540
2420432558248826,100089361794268
2420432558248826,100091780527236
2420432558248826,100035033618475
2420432558248826,100090977424176
2420432558248826,100089399547442
2420432558248826,100080465653160
2420432558248826,100091958443197
2420432558248826,100091988353640
2420432558248826,100085599251635
2420432558248826,100077522036700
2420432558248826,100092268111308
2420432558248826,100081051995419
2420432558248826,100056695251292
2420432558248826,100086647875199
2420432558248826,100088830932232
2420432558248826,100092607544335
2420432558248826,100086373983505
2420432558248826,100080915655083
2420432558248826,100079719382271
2420432558248826,100092109823560
2420432558248826,100091250617196
2420432558248826,100089352589312
2420432558248826,100088453732643
2420432558248826,100055443672167
2420432558248826,100084462477648
2420432558248826,100090824573030
2420432558248826,100026429790339
2420432558248826,100005137536747
2420432558248826,100090367833014
2420432558248826,100074117956861
2420432558248826,100092037356496
2420432558248826,100091912073517
2420432558248826,100091741131405
2420432558248826,100092467266726
2420432558248826,100091922141586
2420432558248826,100064181551909
2420432558248826,100087168986682
2420432558248826,100092378624638
2420432558248826,100028663293721
2420432558248826,100048047302096
2420432558248826,100078314774673
2420432558248826,100091896106141
2420432558248826,100032724739334
2420432558248826,100092458533468
2420432558248826,100091481614399
2420432558248826,100083153838975
2420432558248826,100018708227130
2420432558248826,100092553845866
2420432558248826,100061192470034
2420432558248826,100073950742866
2420432558248826,100004032973175
2420432558248826,100001932763697
2420432558248826,100010069295191
2420432558248826,100092240049740
2420432558248826,100091413991508
2420432558248826,100092684280479
2420432558248826,100092183165116
2420432558248826,100035574285574
2420432558248826,100092343064940
2420432558248826,100085749467722
2420432558248826,100091974917867
2420432558248826,100091871290494
2420432558248826,100004561817463
2420432558248826,100090603341324
2420432558248826,100092299722566
2420432558248826,100091832260424
2420432558248826,100092433371069
2420432558248826,100087993290279
2420432558248826,100001166108821
2420432558248826,100055446546395
2420432558248826,100090872748538
2420432558248826,100092627162999
2420432558248826,100092393132802
2420432558248826,100092558613895
2420432558248826,100000539298779
2420432558248826,100062364610595
2420432558248826,100023892377131
2420432558248826,100043580974965
2420432558248826,100004502231996
2420432558248826,100081596205926
2420432558248826,100072242566580
2420432558248826,100091340272284
2420432558248826,100091942103740
2420432558248826,100091970653910
2420432558248826,100063914746030
2420432558248826,100089319572358
2420432558248826,100092329536851
2420432558248826,100030653088773
2420432558248826,100052243372422
2420432558248826,100008050212452
2420432558248826,100090748355945
2420432558248826,100048499882821
2420432558248826,100080379271452
2420432558248826,100065418762589
2420432558248826,100091988957425
2420432558248826,100092431380521
2420432558248826,100033859462628
2420432558248826,100071581813090
2420432558248826,100037973612455
2420432558248826,100002505848841
2420432558248826,100052484707990
2420432558248826,100090113111153
2420432558248826,100089093916870
2420432558248826,100092374092148
2420432558248826,100026995607737
2420432558248826,100089441751313
2420432558248826,100069178429257
2420432558248826,100078741858383
2420432558248826,100028050887726
2420432558248826,100082709868322
2420432558248826,100091933268680
2420432558248826,100009703696736
2420432558248826,100084091848630
2420432558248826,100053851540915
2420432558248826,100090159383361
2420432558248826,100091674042892
2420432558248826,100077078359175
2420432558248826,100045803448224
2420432558248826,100091448246112
2420432558248826,100064035945014
2420432558248826,100087378211576
2420432558248826,100001006315133
2420432558248826,100092245954635
2420432558248826,100050002464334
2420432558248826,100074004863953
2420432558248826,100004571290465
2420432558248826,100092318443557
2420432558248826,100092485383500
2420432558248826,100092231621332
2420432558248826,100092440807367
2420432558248826,100083978726556
2420432558248826,100092166644260
2420432558248826,100091820259249
2420432558248826,100086222207289
2420432558248826,100068405373351
2420432558248826,100090997041874
2420432558248826,100087276556263
2420432558248826,100008229733827
2420432558248826,100076839660782
2420432558248826,100091681947258
2420432558248826,100085848378950
2420432558248826,100089815047804
2420432558248826,100086188300326
2420432558248826,100090233599237
2420432558248826,100085875145252
2420432558248826,100089718653635
2420432558248826,100089134726916
2420432558248826,100090963348177
2420432558248826,100091865061504
2420432558248826,100089382754474
2420432558248826,100090705019377
2420432558248826,100092336018130
2420432558248826,100005188201378
2420432558248826,100013317190702
2420432558248826,100023264413290
2420432558248826,100059626162301
2420432558248826,100092012661436
2420432558248826,100009746410673
2420432558248826,100072596334567
2420432558248826,100024567165275
2420432558248826,100091884823844
2420432558248826,100052242497767
2420432558248826,100051693340117
2420432558248826,100082472624308
2420432558248826,100091716729255
2420432558248826,100077704645381
2420432558248826,100091903345154
2420432558248826,100028509570440
2420432558248826,100035927371542
2420432558248826,100092388488111
2420432558248826,100089869795867
2420432558248826,100060204540234
2420432558248826,100039960756703
2420432558248826,100092268884442
2420432558248826,100040022415202
2420432558248826,100000662444055
2420432558248826,100091993041676
2420432558248826,100091585973855
2420432558248826,100092376158663
2420432558248826,100023711988884
2420432558248826,100032715249910
2420432558248826,100024849816486
2420432558248826,100076501957814
2420432558248826,100079670551432
2420432558248826,100092422711642
2420432558248826,100008030105569
2420432558248826,100045319297167
2420432558248826,100092291681558
2420432558248826,100068076999885
2420432558248826,100090122202169
2420432558248826,100091943327850
2420432558248826,100090714445498
2420432558248826,100092136877758
2420432558248826,100090844022262
2420432558248826,100090981961271
2420432558248826,100052861546302
2420432558248826,100067519916061
2420432558248826,100003343651106
2420432558248826,100072724755050
2420432558248826,100030126343785
2420432558248826,100078920562987
2420432558248826,100091986468232
2420432558248826,100077416205392
2420432558248826,100063005625811
2420432558248826,100079101250896
2420432558248826,100089371309245
2420432558248826,100010010887623
2420432558248826,100087359238486
2420432558248826,100006411522157
2420432558248826,100089998308743
2420432558248826,100063629649829
2420432558248826,100085402495128
2420432558248826,100091528586849
2420432558248826,100087442941426
2420432558248826,100090655989471
2420432558248826,100054743056330
2420432558248826,100018644801226
2420432558248826,100091841127346
2420432558248826,100091939310812
2420432558248826,100004296751799
2420432558248826,100091692891269
2420432558248826,100091870792424
2420432558248826,100091888944935
2420432558248826,100073704562409
2420432558248826,100092218391676
2420432558248826,100091552543473
2420432558248826,100076351275855
2420432558248826,100087474665063
2420432558248826,100063530834078
2420432558248826,100081929040747
2420432558248826,100059937857278
2420432558248826,100070714450626
2420432558248826,100091382165544
2420432558248826,100092203531258
2420432558248826,100091822137679
2420432558248826,100068130651107
2420432558248826,100080203470603
2420432558248826,100054714444163
2420432558248826,100089197834595
2420432558248826,100082824661280
2420432558248826,100074085415074
2420432558248826,100040658829341
2420432558248826,100087054137403
2420432558248826,100088484315142
2420432558248826,100091245294596
2420432558248826,100015690603068
2420432558248826,100004233218804
2420432558248826,100086502734972
2420432558248826,100087813737648
2420432558248826,100092087473417
2420432558248826,100083262644702
2420432558248826,100092034935425
2420432558248826,100092412903304
2420432558248826,100021760605799
2420432558248826,100003902990667
2420432558248826,100065436762640
2420432558248826,100091912552051
2420432558248826,100005746787958
2420432558248826,100084435998345
2420432558248826,100091770886127
2420432558248826,100084924505244
2420432558248826,100002470244350
2420432558248826,100091256681777
2420432558248826,100074563180025
2420432558248826,100051875795993
2420432558248826,100000790026883
2420432558248826,100091901121981
2420432558248826,100091888513432
2420432558248826,100088888766313
2420432558248826,100063560615514
2420432558248826,100091985537328
2420432558248826,100091571213445
2420432558248826,100092354045071
2420432558248826,100022401200186
2420432558248826,100091570811970
2420432558248826,100091935692487
2420432558248826,100065301484483
2420432558248826,100065581865595
2420432558248826,100088476671141
2420432558248826,100088986042972
2420432558248826,100050630593543
2420432558248826,100087418476998
2420432558248826,100013573115250
2420432558248826,100003114190958
2420432558248826,100045612073123
2420432558248826,100057651444233
2420432558248826,100091594737493
2420432558248826,100029793695018
2420432558248826,100089786514975
2420432558248826,100013018773177
2420432558248826,100069475585047
2420432558248826,100087993462096
2420432558248826,100035146893688
2420432558248826,100092081282851
2420432558248826,100089291423812
2420432558248826,100089622952521
2420432558248826,100049924993544
2420432558248826,100088812740982
2420432558248826,100091315165171
2420432558248826,100088559569796
2420432558248826,100085450010181
2420432558248826,100022707199778
2420432558248826,100004350935975
2420432558248826,100091907990346
2420432558248826,100063475359335
2420432558248826,100082248856161
2420432558248826,100091669856689
2420432558248826,100090410014506
2420432558248826,100045111395091
2420432558248826,100092294136936
2420432558248826,100086049086665
2420432558248826,100065445851638
2420432558248826,100089168186596
2420432558248826,100051619338595
2420432558248826,100092298846102
2420432558248826,100089768630207
2420432558248826,100070180202627
2420432558248826,100084560224941
2420432558248826,100013038343197
2420432558248826,100091993065230
2420432558248826,100089887369695
2420432558248826,100083224814014
2420432558248826,100006645224542
2420432558248826,100090669369636
2420432558248826,100091880511291
2420432558248826,100048763805300
2420432558248826,100071069285271
2420432558248826,100014540919431
2420432558248826,100058578202439
2420432558248826,100080366231126
2420432558248826,100083068526443
2420432558248826,100050530661311
2420432558248826,100091675160846
2420432558248826,100080140820081
2420432558248826,100075965711446
2420432558248826,100079660465417
2420432558248826,100080323793823
2420432558248826,100046434466976
2420432558248826,100088017079512
2420432558248826,100048323762421
2420432558248826,100089761934322
2420432558248826,100039976129598
2420432558248826,100089235369429
2420432558248826,100009402469017
2420432558248826,100078691740027
2420432558248826,100004653192325
2420432558248826,100088682283665
2420432558248826,100053815968035
2420432558248826,100057977049646
2420432558248826,100055330208373
2420432558248826,100082820427414
2420432558248826,100083312565824
2420432558248826,100089062226447
2420432558248826,100090102231826
2420432558248826,100066838786210
2420432558248826,100008438237231
2420432558248826,100065427810543
2420432558248826,100053342552955
2420432558248826,100084751141456
2420432558248826,100092006472960
2420432558248826,100076216625404
2420432558248826,100074917893050
2420432558248826,100091966425386
2420432558248826,100025557300746
2420432558248826,100044888781053
2420432558248826,100028152283195
2420432558248826,100091660704997
